 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
40,married,Master Degree,Male,11,> 20 kms,Company Website,9,3/31/15,4/28/15,30,6,Vertical,Yes,16,Yes,Yes
36,divorced,Associate Certification,Male,13,15-20 kms,Internal Referrals,6,10/25/15,11/26/15,22,3,Vertical,Yes,8,No,Yes
43,married,Master Degree,Male,10,15-20 kms,Job Portals,7,3/21/15,4/6/15,15,8,Lateral,Yes,19,No,Yes
25,single,Associate Certification,Male,10,<15 kms,Company Website,3,6/16/15,8/4/15,27,2,Lateral,No,1,Yes,Yes
37,married,Associate Degree,Male,25,> 20 kms,Job Portals,3,3/27/15,4/20/15,47,4,Lateral,No,13,Yes,No
39,married,Associate Certification,Male,13,<15 kms,Job Portals,3,6/24/15,7/16/15,23,4,Lateral,Yes,15,No,Yes
34,married,Bachelor Degree,Male,27,15-20 kms,Consultants,6,8/17/15,9/19/15,75,3,Vertical,No,10,Yes,No
38,married,Associate Degree,Male,30,<15 kms,Internal Referrals,8,4/26/15,5/24/15,67,3,Vertical,No,14,No,No
40,married,Bachelor Degree,Male,10,15-20 kms,Job Portals,3,1/11/15,2/13/15,19,3,Lateral,Yes,13,Yes,Yes
30,married,Associate Degree,Male,11,> 20 kms,Consultants,8,3/17/15,5/15/15,30,5,Vertical,Yes,6,No,Yes
36,single,Associate Degree,Male,21,<15 kms,Company Website,3,2/2/16,3/1/16,32,8,Vertical,No,12,Yes,No
45,married,Associate Certification,Male,22,<15 kms,Job Portals,5,4/18/15,5/24/15,84,5,Lateral,No,21,No,No
30,married,Bachelor Degree,Male,13,15-20 kms,Company Website,3,9/24/15,11/7/15,19,5,Lateral,Yes,6,Yes,Yes
35,single,Associate Degree,Male,12,<15 kms,Company Website,3,3/31/15,4/13/15,24,3,Lateral,Yes,7,Yes,Yes
32,married,Associate Certification,Male,10,> 20 kms,Company Website,6,9/24/15,11/23/15,22,4,Lateral,Yes,8,Yes,Yes
36,married,Bachelor Degree,Male,11,<15 kms,Social Media,7,3/5/15,3/16/15,29,3,Vertical,No,8,No,Yes
40,married,Associate Degree,Male,10,> 20 kms,Company Website,9,12/20/15,2/7/16,27,8,Vertical,No,16,Yes,Yes
38,married,Master Degree,Male,22,> 20 kms,Consultants,9,6/24/15,7/18/15,28,3,Lateral,No,14,No,No
39,married,Associate Certification,Male,25,> 20 kms,Job Portals,6,3/23/16,4/19/16,58,7,Vertical,No,15,Yes,No
36,married,Associate Degree,Male,22,15-20 kms,Internal Referrals,8,2/13/16,2/28/16,67,3,Lateral,Yes,12,No,No
33,married,Bachelor Degree,Male,13,<15 kms,Company Website,6,5/27/15,6/20/15,18,3,Vertical,Yes,9,Yes,Yes
33,married,Associate Degree,Male,13,<15 kms,Job Portals,8,4/10/15,6/8/15,23,8,Lateral,Yes,9,Yes,Yes
32,single,Bachelor Degree,Male,14,> 20 kms,Social Media,9,1/11/15,2/22/15,18,5,Lateral,No,8,Yes,Yes
45,married,Associate Certification,Male,24,15-20 kms,Consultants,4,4/8/15,5/6/15,71,4,Lateral,No,21,No,No
27,married,Associate Degree,Male,20,<15 kms,Social Media,3,4/7/15,4/25/15,54,5,Lateral,No,6,No,No
41,married,Associate Degree,Male,24,15-20 kms,Job Portals,3,6/5/15,6/15/15,27,8,Vertical,Yes,17,Yes,No
39,married,Master Degree,Male,20,<15 kms,Internal Referrals,10,3/22/16,4/2/16,91,5,Lateral,No,15,No,No
42,married,Associate Certification,Male,21,> 20 kms,Company Website,3,3/23/16,4/10/16,58,8,Vertical,No,18,Yes,No
33,single,Bachelor Degree,Male,14,> 20 kms,Company Website,10,3/31/15,5/27/15,17,8,Lateral,Yes,9,No,Yes
41,married,Associate Degree,Male,28,> 20 kms,Consultants,7,7/15/15,8/12/15,71,7,Lateral,No,17,Yes,No
45,married,Associate Degree,Male,28,> 20 kms,Internal Referrals,6,4/18/15,5/24/15,84,3,Vertical,Yes,21,Yes,No
43,single,Bachelor Degree,Male,28,15-20 kms,Consultants,3,3/23/16,4/27/16,52,3,Lateral,Yes,19,No,No
41,divorced,Associate Certification,Male,11,<15 kms,Job Portals,4,9/6/15,9/12/15,20,3,Vertical,Yes,6,No,Yes
39,married,Master Degree,Male,29,<15 kms,Job Portals,3,3/17/15,4/24/15,41,8,Lateral,Yes,15,Yes,No
28,married,Associate Certification,Male,27,> 20 kms,Social Media,3,8/29/15,9/9/15,88,5,Lateral,No,4,Yes,No
27,married,Associate Degree,Male,25,> 20 kms,Consultants,3,12/17/15,12/18/15,71,5,Lateral,No,6,No,No
33,married,Associate Certification,Male,10,> 20 kms,Consultants,3,8/25/15,9/2/15,30,4,Lateral,No,9,Yes,Yes
28,married,Associate Certification,Male,13,15-20 kms,Social Media,6,10/20/15,11/9/15,70,4,Vertical,Yes,4,Yes,No
28,single,Associate Certification,Male,12,<15 kms,Consultants,9,6/8/16,7/23/16,19,5,Vertical,No,4,No,Yes
35,married,Associate Degree,Male,21,> 20 kms,Internal Referrals,3,10/25/15,12/3/15,58,8,Lateral,Yes,11,Yes,No
31,married,Bachelor Degree,Male,11,<15 kms,Job Portals,3,12/24/15,12/31/15,16,5,Lateral,Yes,7,No,Yes
40,married,Bachelor Degree,Male,22,<15 kms,Consultants,8,4/23/15,8/12/15,28,4,Vertical,No,16,No,No
32,married,Associate Certification,Male,27,> 20 kms,Internal Referrals,3,6/13/15,9/25/15,49,4,Lateral,No,8,Yes,No
43,married,Associate Certification,Male,30,15-20 kms,Social Media,5,2/20/16,6/30/16,53,6,Vertical,Yes,19,Yes,No
25,married,Associate Degree,Male,13,15-20 kms,Company Website,3,5/7/15,6/29/15,28,2,Lateral,Yes,1,No,Yes
25,married,Bachelor Degree,Male,14,15-20 kms,Job Portals,3,2/13/16,3/15/16,16,2,Vertical,Yes,1,Yes,Yes
36,married,Master Degree,Male,12,15-20 kms,Company Website,5,10/20/15,10/25/15,19,7,Lateral,Yes,12,Yes,Yes
42,married,Associate Certification,Male,11,> 20 kms,Job Portals,5,4/23/15,5/26/15,26,7,Lateral,Yes,18,Yes,Yes
27,single,Associate Degree,Male,11,15-20 kms,Consultants,3,5/27/15,6/17/15,15,4,Vertical,Yes,3,No,Yes
30,married,Associate Certification,Male,10,> 20 kms,Internal Referrals,6,6/16/15,7/24/15,26,5,Lateral,Yes,6,No,Yes
43,single,Master Degree,Male,27,> 20 kms,Company Website,5,7/15/15,11/5/15,41,6,Lateral,No,19,No,No
41,married,Master Degree,Male,24,15-20 kms,Social Media,5,3/23/16,7/17/16,34,3,Vertical,No,17,No,No
43,single,Associate Degree,Male,22,15-20 kms,Job Portals,5,7/5/15,10/16/15,75,8,Vertical,Yes,19,No,No
30,married,Associate Degree,Male,30,15-20 kms,Job Portals,3,6/7/15,10/25/15,32,4,Vertical,Yes,6,Yes,No
28,divorced,Associate Degree,Male,13,<15 kms,Job Portals,10,9/24/15,11/6/15,23,4,Vertical,Yes,4,No,Yes
36,single,Associate Degree,Male,24,15-20 kms,Consultants,7,12/25/15,4/23/16,28,7,Lateral,No,12,No,No
40,married,Bachelor Degree,Male,26,> 20 kms,Company Website,6,6/13/15,9/21/15,26,4,Lateral,No,16,Yes,No
29,married,Associate Degree,Male,10,<15 kms,Company Website,4,9/12/15,11/6/15,22,3,Vertical,No,5,No,Yes
46,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,3,3/21/15,5/16/15,19,8,Lateral,No,22,No,Yes
36,married,Master Degree,Male,14,> 20 kms,Company Website,5,3/17/15,4/13/15,24,5,Vertical,Yes,12,No,Yes
46,single,Bachelor Degree,Male,26,> 20 kms,Internal Referrals,9,8/25/15,12/26/15,88,5,Lateral,Yes,22,No,No
39,married,Associate Certification,Male,25,<15 kms,Social Media,10,6/24/15,10/14/15,52,7,Lateral,No,15,No,No
43,married,Bachelor Degree,Male,12,15-20 kms,Consultants,6,3/5/15,4/17/15,18,7,Vertical,No,19,No,Yes
37,married,Associate Degree,Male,13,> 20 kms,Internal Referrals,5,3/30/16,4/22/16,23,8,Vertical,Yes,13,No,Yes
44,married,Associate Certification,Male,21,<15 kms,Consultants,10,7/15/15,11/17/15,25,7,Lateral,Yes,20,No,No
35,married,Associate Certification,Male,11,<15 kms,Internal Referrals,10,7/18/15,8/28/15,27,3,Lateral,No,7,No,Yes
41,married,Master Degree,Male,25,<15 kms,Company Website,3,11/13/15,2/24/16,44,4,Vertical,Yes,17,No,No
38,married,Bachelor Degree,Male,27,15-20 kms,Social Media,8,7/6/15,10/23/15,70,5,Lateral,No,14,Yes,No
42,married,Associate Certification,Male,30,<15 kms,Job Portals,3,4/2/16,8/6/16,95,7,Vertical,No,18,No,No
31,divorced,Associate Certification,Male,28,> 20 kms,Social Media,8,2/2/16,5/25/16,30,4,Lateral,Yes,7,No,No
39,married,Associate Certification,Male,10,<15 kms,Company Website,10,9/13/15,10/2/15,26,4,Lateral,Yes,9,No,Yes
44,married,Bachelor Degree,Male,29,15-20 kms,Job Portals,6,10/27/15,3/11/16,35,4,Vertical,Yes,20,Yes,No
31,married,Associate Degree,Male,30,<15 kms,Company Website,6,3/29/15,8/3/15,36,4,Vertical,Yes,7,Yes,No
40,married,Bachelor Degree,Male,27,15-20 kms,Company Website,4,12/20/15,5/6/16,56,7,Vertical,Yes,16,Yes,No
43,married,Associate Certification,Male,11,15-20 kms,Social Media,8,6/16/15,8/9/15,19,5,Lateral,Yes,19,No,Yes
40,married,Associate Degree,Male,27,<15 kms,Job Portals,7,5/19/16,9/5/16,33,4,Vertical,Yes,16,No,No
38,married,Associate Certification,Male,28,> 20 kms,Consultants,6,9/11/15,12/28/15,74,8,Vertical,Yes,14,No,No
26,married,Associate Degree,Male,30,15-20 kms,Internal Referrals,10,7/24/15,11/1/15,77,1,Vertical,No,2,No,No
29,married,Associate Degree,Male,14,<15 kms,Company Website,9,4/10/15,6/9/15,19,3,Lateral,No,5,Yes,Yes
31,single,Associate Certification,Male,26,15-20 kms,Social Media,5,12/24/15,5/2/16,81,5,Lateral,Yes,7,Yes,No
30,married,Associate Degree,Male,10,<15 kms,Social Media,8,3/31/15,4/2/15,19,3,Vertical,Yes,6,Yes,Yes
44,divorced,Associate Certification,Male,25,<15 kms,Consultants,3,10/15/15,1/27/16,94,8,Lateral,No,20,No,No
41,married,Associate Certification,Male,30,<15 kms,Job Portals,3,7/5/15,10/30/15,45,7,Lateral,No,17,No,No
43,divorced,Bachelor Degree,Male,11,15-20 kms,Consultants,8,2/2/16,2/4/16,24,6,Lateral,Yes,19,Yes,Yes
46,married,Associate Degree,Male,12,<15 kms,Job Portals,3,3/23/16,3/29/16,30,6,Vertical,Yes,22,Yes,Yes
25,married,Associate Certification,Male,23,> 20 kms,Job Portals,6,4/15/15,8/28/15,39,1,Lateral,No,1,No,No
44,single,Associate Degree,Male,23,> 20 kms,Consultants,8,2/1/16,6/5/16,25,7,Vertical,Yes,20,No,No
36,married,Associate Certification,Male,11,15-20 kms,Company Website,6,2/22/16,3/12/16,16,3,Lateral,No,8,No,Yes
37,married,Associate Certification,Male,24,> 20 kms,Job Portals,7,12/11/15,4/24/16,27,6,Lateral,Yes,13,Yes,No
38,married,Associate Certification,Male,23,15-20 kms,Social Media,6,8/25/15,12/24/15,27,3,Vertical,Yes,14,No,No
25,single,Associate Certification,Male,20,15-20 kms,Company Website,3,11/13/15,3/14/16,34,1,Lateral,No,1,Yes,No
28,married,Associate Degree,Male,12,15-20 kms,Internal Referrals,8,2/17/16,3/19/16,20,5,Vertical,No,4,Yes,Yes
32,single,Associate Degree,Male,12,15-20 kms,Internal Referrals,3,10/29/15,12/27/15,19,7,Lateral,Yes,8,Yes,Yes
45,married,Master Degree,Male,26,> 20 kms,Consultants,4,8/25/15,1/1/16,88,5,Vertical,No,21,No,No
26,married,Bachelor Degree,Male,12,> 20 kms,Consultants,3,2/3/15,2/17/15,22,1,Lateral,No,2,Yes,Yes
27,married,Associate Degree,Male,12,> 20 kms,Job Portals,10,2/27/16,3/7/16,20,4,Lateral,Yes,3,No,Yes
39,married,Bachelor Degree,Male,12,<15 kms,Consultants,9,4/1/16,5/19/16,22,7,Lateral,Yes,15,Yes,Yes
36,married,Master Degree,Male,12,<15 kms,Social Media,10,6/16/15,8/2/15,30,3,Lateral,No,8,Yes,Yes
30,married,Associate Certification,Male,11,<15 kms,Company Website,4,6/16/15,7/10/15,26,3,Vertical,Yes,6,No,Yes
26,single,Associate Certification,Male,13,<15 kms,Internal Referrals,10,7/31/15,9/29/15,18,1,Vertical,Yes,2,Yes,Yes
42,married,Associate Certification,Male,20,> 20 kms,Company Website,3,5/27/15,9/29/15,38,4,Lateral,Yes,18,Yes,No
29,married,Associate Degree,Male,23,<15 kms,Internal Referrals,4,3/12/16,7/23/16,94,3,Vertical,Yes,5,Yes,No
40,married,Master Degree,Male,30,<15 kms,Job Portals,5,2/3/15,6/2/15,93,5,Vertical,Yes,16,Yes,No
37,married,Associate Degree,Male,27,<15 kms,Social Media,6,3/21/15,7/4/15,53,4,Vertical,Yes,13,No,No
39,married,Master Degree,Male,11,15-20 kms,Internal Referrals,3,7/16/15,8/25/15,24,8,Vertical,Yes,15,Yes,Yes
39,divorced,Associate Degree,Male,11,> 20 kms,Job Portals,3,5/27/15,7/26/15,21,3,Vertical,No,12,Yes,Yes
31,divorced,Associate Certification,Male,27,> 20 kms,Company Website,9,6/1/16,10/11/16,78,5,Lateral,No,7,Yes,No
37,married,Master Degree,Male,22,> 20 kms,Internal Referrals,7,6/24/15,10/25/15,68,4,Vertical,No,13,No,No
28,married,Associate Certification,Male,13,> 20 kms,Job Portals,9,2/13/16,3/4/16,17,5,Lateral,Yes,4,Yes,Yes
45,married,Master Degree,Male,24,15-20 kms,Social Media,9,8/16/15,12/13/15,47,5,Lateral,No,21,No,No
32,married,Associate Degree,Male,27,15-20 kms,Company Website,3,3/13/15,7/22/15,37,5,Lateral,Yes,8,Yes,No
34,married,Associate Degree,Male,14,15-20 kms,Social Media,9,4/23/15,5/16/15,29,5,Lateral,Yes,10,No,Yes
44,single,Bachelor Degree,Male,27,> 20 kms,Consultants,10,1/5/15,5/21/15,76,5,Vertical,Yes,20,No,No
42,single,Bachelor Degree,Male,13,15-20 kms,Company Website,3,12/24/15,1/8/16,26,4,Vertical,Yes,12,Yes,Yes
25,divorced,Associate Certification,Male,13,> 20 kms,Job Portals,7,1/7/15,1/28/15,29,1,Vertical,No,1,Yes,Yes
42,married,Associate Degree,Male,21,<15 kms,Company Website,3,9/22/15,2/5/16,75,8,Vertical,Yes,18,No,No
46,married,Associate Degree,Male,24,<15 kms,Company Website,10,8/17/15,12/27/15,27,6,Vertical,Yes,22,Yes,No
25,married,Associate Certification,Male,28,15-20 kms,Company Website,3,3/14/15,7/7/15,49,2,Lateral,No,2,No,No
27,married,Associate Degree,Male,23,> 20 kms,Consultants,3,2/4/15,5/16/15,30,5,Lateral,No,6,No,No
26,married,Bachelor Degree,Male,11,<15 kms,Job Portals,5,3/23/16,3/27/16,28,2,Vertical,Yes,2,No,Yes
36,single,Master Degree,Male,27,> 20 kms,Consultants,6,11/11/15,2/28/16,52,5,Vertical,No,12,No,No
26,married,Associate Degree,Male,27,<15 kms,Internal Referrals,3,3/21/16,7/9/16,94,1,Vertical,Yes,2,Yes,No
33,married,Master Degree,Male,14,> 20 kms,Job Portals,3,5/27/15,6/20/15,28,4,Vertical,Yes,9,No,Yes
39,married,Bachelor Degree,Male,13,15-20 kms,Job Portals,3,2/27/16,3/16/16,15,4,Vertical,Yes,9,No,Yes
31,divorced,Associate Degree,Male,13,<15 kms,Company Website,10,2/13/16,2/15/16,30,4,Lateral,Yes,7,No,Yes
41,married,Associate Degree,Male,20,> 20 kms,Job Portals,4,3/23/16,7/1/16,94,5,Vertical,Yes,17,No,No
38,married,Associate Certification,Male,20,<15 kms,Consultants,9,6/25/15,11/3/15,77,8,Vertical,No,14,No,No
28,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,3,3/23/16,4/6/16,23,3,Vertical,Yes,4,Yes,Yes
27,married,Associate Degree,Male,10,<15 kms,Social Media,5,3/27/15,3/29/15,22,5,Vertical,No,3,Yes,Yes
28,married,Associate Certification,Male,27,<15 kms,Social Media,3,1/21/16,5/6/16,81,4,Lateral,Yes,4,Yes,No
30,divorced,Associate Degree,Male,13,<15 kms,Social Media,3,6/16/15,7/18/15,30,3,Lateral,No,6,Yes,Yes
25,divorced,Associate Certification,Male,25,> 20 kms,Company Website,4,1/3/15,5/14/15,83,2,Lateral,Yes,2,No,No
39,married,Associate Certification,Male,10,> 20 kms,Company Website,3,10/20/15,10/22/15,21,3,Lateral,Yes,12,Yes,Yes
38,married,Associate Degree,Male,22,<15 kms,Company Website,4,7/16/15,11/26/15,33,6,Lateral,No,14,Yes,No
30,married,Bachelor Degree,Male,12,> 20 kms,Social Media,9,5/11/15,5/19/15,16,3,Vertical,No,6,No,Yes
39,married,Associate Degree,Male,11,<15 kms,Job Portals,3,3/31/15,4/1/15,15,6,Vertical,No,15,Yes,Yes
27,married,Associate Certification,Male,26,15-20 kms,Internal Referrals,4,7/16/15,11/26/15,52,5,Vertical,Yes,6,Yes,No
39,married,Associate Degree,Male,13,15-20 kms,Consultants,10,3/31/15,5/8/15,29,3,Vertical,No,12,No,Yes
40,married,Master Degree,Male,27,> 20 kms,Consultants,8,4/26/15,9/3/15,62,3,Lateral,Yes,16,No,No
42,married,Associate Degree,Male,30,> 20 kms,Company Website,6,8/25/15,12/14/15,73,7,Lateral,Yes,18,Yes,No
41,divorced,Bachelor Degree,Male,11,15-20 kms,Internal Referrals,4,7/4/15,8/13/15,26,3,Vertical,Yes,6,No,Yes
27,single,Associate Degree,Male,30,<15 kms,Consultants,5,3/31/15,8/11/15,79,3,Lateral,Yes,3,Yes,No
34,single,Bachelor Degree,Male,12,> 20 kms,Company Website,9,1/27/16,2/22/16,18,7,Lateral,No,10,Yes,Yes
29,married,Associate Degree,Male,14,15-20 kms,Social Media,3,6/16/15,8/3/15,18,4,Lateral,No,5,Yes,Yes
44,married,Bachelor Degree,Male,22,<15 kms,Internal Referrals,3,3/5/15,7/11/15,95,5,Vertical,Yes,20,Yes,No
32,married,Associate Certification,Male,28,<15 kms,Company Website,6,9/6/15,12/23/15,79,3,Lateral,Yes,8,Yes,No
43,divorced,Associate Degree,Male,22,> 20 kms,Consultants,4,7/23/15,11/9/15,86,5,Vertical,No,19,Yes,No
26,married,Associate Degree,Male,13,> 20 kms,Consultants,3,10/16/15,11/20/15,16,1,Lateral,Yes,2,No,Yes
31,married,Associate Certification,Male,30,15-20 kms,Company Website,3,3/14/15,7/28/15,79,5,Lateral,Yes,7,Yes,No
43,married,Master Degree,Male,13,15-20 kms,Social Media,9,2/22/16,4/16/16,22,7,Vertical,No,19,Yes,Yes
42,married,Bachelor Degree,Male,26,> 20 kms,Consultants,6,3/2/16,6/24/16,52,4,Lateral,Yes,18,Yes,No
35,married,Associate Certification,Male,24,<15 kms,Social Media,10,8/25/15,12/17/15,93,5,Vertical,No,11,Yes,No
27,married,Associate Degree,Male,21,> 20 kms,Job Portals,5,4/16/15,8/13/15,92,5,Vertical,No,6,No,No
29,married,Bachelor Degree,Male,30,<15 kms,Internal Referrals,8,11/24/15,3/27/16,77,3,Lateral,No,5,Yes,No
32,married,Associate Degree,Male,10,<15 kms,Job Portals,8,7/15/15,8/5/15,20,8,Lateral,Yes,8,Yes,Yes
44,single,Associate Degree,Male,21,> 20 kms,Social Media,3,6/24/15,10/30/15,32,7,Vertical,No,20,Yes,No
41,married,Associate Degree,Male,22,<15 kms,Consultants,3,2/20/16,6/24/16,34,6,Lateral,No,17,Yes,No
41,single,Associate Degree,Male,25,15-20 kms,Job Portals,5,12/25/15,4/13/16,25,8,Lateral,No,17,Yes,No
38,married,Master Degree,Male,10,> 20 kms,Consultants,6,4/3/16,4/26/16,19,4,Lateral,No,8,Yes,Yes
38,married,Bachelor Degree,Male,13,<15 kms,Social Media,3,5/25/15,7/5/15,28,4,Vertical,Yes,14,Yes,Yes
29,married,Associate Certification,Male,10,> 20 kms,Company Website,10,4/9/15,5/8/15,27,4,Vertical,Yes,5,No,Yes
35,married,Master Degree,Male,28,> 20 kms,Social Media,5,12/19/15,5/2/16,26,4,Lateral,Yes,11,Yes,No
42,married,Bachelor Degree,Male,13,> 20 kms,Consultants,6,3/5/15,4/7/15,22,3,Lateral,Yes,7,Yes,Yes
39,married,Bachelor Degree,Male,11,<15 kms,Internal Referrals,5,7/31/15,8/14/15,17,6,Lateral,No,15,Yes,Yes
30,married,Associate Certification,Male,13,> 20 kms,Company Website,3,10/20/15,11/12/15,18,4,Lateral,No,6,No,Yes
40,single,Associate Degree,Male,11,15-20 kms,Company Website,7,6/5/15,7/29/15,23,8,Vertical,Yes,16,Yes,Yes
29,married,Bachelor Degree,Male,14,> 20 kms,Company Website,8,7/9/15,8/15/15,27,5,Lateral,Yes,5,Yes,Yes
28,single,Associate Degree,Male,26,<15 kms,Internal Referrals,4,3/31/15,8/1/15,65,3,Vertical,Yes,4,Yes,No
28,married,Associate Certification,Male,12,> 20 kms,Company Website,9,6/19/15,7/5/15,25,3,Vertical,Yes,4,No,Yes
28,married,Bachelor Degree,Male,29,15-20 kms,Company Website,5,4/18/15,8/24/15,52,3,Lateral,Yes,4,Yes,No
36,married,Bachelor Degree,Male,23,15-20 kms,Company Website,8,7/4/15,10/31/15,82,6,Vertical,No,12,Yes,No
37,married,Associate Certification,Male,13,> 20 kms,Job Portals,3,4/2/16,5/26/16,25,7,Vertical,No,13,No,Yes
42,single,Associate Degree,Male,34,<15 kms,Internal Referrals,7,2/13/16,7/1/16,78,5,Vertical,No,18,No,No
29,married,Associate Certification,Male,13,> 20 kms,Consultants,4,12/20/15,1/25/16,17,4,Vertical,No,5,Yes,Yes
37,single,Associate Certification,Male,14,<15 kms,Internal Referrals,3,7/18/15,9/9/15,16,8,Lateral,No,13,No,Yes
31,single,Associate Certification,Male,36,<15 kms,Social Media,3,10/19/15,2/28/16,35,4,Lateral,No,7,Yes,No
32,married,Associate Certification,Male,13,> 20 kms,Consultants,3,2/22/16,4/12/16,22,5,Lateral,No,8,No,Yes
28,married,Associate Certification,Male,11,15-20 kms,Consultants,3,3/14/16,3/30/16,23,3,Vertical,Yes,4,No,Yes
36,married,Associate Degree,Male,12,<15 kms,Social Media,6,11/29/15,1/14/16,25,8,Lateral,Yes,12,Yes,Yes
42,married,Associate Degree,Male,12,> 20 kms,Consultants,3,3/17/15,3/28/15,23,4,Lateral,Yes,12,Yes,Yes
25,married,Associate Certification,Male,12,> 20 kms,Social Media,5,3/18/16,5/5/16,27,1,Lateral,Yes,1,No,Yes
43,married,Associate Certification,Male,13,> 20 kms,Job Portals,5,9/22/15,11/13/15,19,5,Vertical,No,19,No,Yes
33,single,Associate Certification,Male,37,> 20 kms,Job Portals,7,3/5/15,6/20/15,25,8,Vertical,No,9,Yes,No
45,single,Associate Certification,Male,12,> 20 kms,Job Portals,3,4/30/15,5/23/15,27,7,Vertical,Yes,21,No,Yes
43,married,Associate Degree,Male,12,> 20 kms,Company Website,6,1/20/16,2/4/16,29,8,Vertical,Yes,19,No,Yes
40,married,Master Degree,Male,14,> 20 kms,Job Portals,5,4/15/15,5/2/15,21,7,Vertical,No,16,Yes,Yes
44,married,Associate Certification,Male,32,15-20 kms,Job Portals,3,7/18/15,11/24/15,63,8,Vertical,Yes,20,Yes,No
28,married,Associate Degree,Male,10,> 20 kms,Job Portals,8,4/15/15,5/28/15,23,5,Vertical,No,4,No,Yes
29,married,Bachelor Degree,Male,13,<15 kms,Internal Referrals,3,7/5/15,7/26/15,21,3,Lateral,No,5,Yes,Yes
33,married,Associate Degree,Male,35,> 20 kms,Social Media,10,10/16/15,1/27/16,86,5,Vertical,No,9,No,No
44,single,Associate Certification,Male,34,15-20 kms,Social Media,6,7/18/15,11/21/15,40,5,Vertical,Yes,20,Yes,No
46,married,Master Degree,Male,12,15-20 kms,Social Media,3,4/4/16,5/4/16,18,7,Vertical,No,22,Yes,Yes
36,married,Bachelor Degree,Male,10,> 20 kms,Job Portals,4,2/4/15,3/31/15,27,3,Lateral,No,8,Yes,Yes
26,single,Associate Degree,Male,33,> 20 kms,Company Website,6,7/16/15,11/27/15,26,2,Vertical,No,2,Yes,No
38,married,Master Degree,Male,11,15-20 kms,Job Portals,5,6/16/15,7/21/15,29,6,Vertical,Yes,14,No,Yes
35,single,Bachelor Degree,Male,32,<15 kms,Company Website,4,3/22/16,7/11/16,79,3,Lateral,No,11,No,No
36,married,Associate Certification,Male,32,<15 kms,Consultants,3,3/14/16,6/25/16,69,8,Vertical,Yes,12,No,No
40,married,Associate Degree,Male,10,<15 kms,Company Website,7,4/26/16,5/14/16,16,3,Vertical,No,13,No,Yes
35,married,Associate Degree,Male,10,> 20 kms,Internal Referrals,10,4/2/16,5/18/16,20,3,Lateral,No,11,No,Yes
46,married,Master Degree,Male,35,> 20 kms,Consultants,5,6/27/15,11/2/15,39,7,Lateral,No,22,Yes,No
34,married,Associate Certification,Male,33,<15 kms,Company Website,3,3/14/16,7/17/16,93,5,Vertical,No,10,No,No
39,married,Associate Certification,Male,31,<15 kms,Consultants,3,2/20/16,6/2/16,67,3,Vertical,No,15,Yes,No
41,married,Associate Degree,Male,12,15-20 kms,Job Portals,3,2/27/16,3/4/16,21,8,Lateral,No,17,Yes,Yes
